Name,Sex,Age,Height,Weight,Team,NOC,Year,Medal
Meghan Musnicki,F,33,183,73.0,United States,USA,2016,Gold
"Madeline ""Maddie"" Musselman",F,18,181,65.0,United States,USA,2016,Gold
Aliya Farkhatovna Mustafina,F,17,162,48.0,Russia,RUS,2012,Bronze
Aliya Farkhatovna Mustafina,F,17,162,48.0,Russia,RUS,2012,Silver
Aliya Farkhatovna Mustafina,F,17,162,48.0,Russia,RUS,2012,Bronze
Aliya Farkhatovna Mustafina,F,17,162,48.0,Russia,RUS,2012,Gold
Aliya Farkhatovna Mustafina,F,21,162,48.0,Russia,RUS,2016,Bronze
Aliya Farkhatovna Mustafina,F,21,162,48.0,Russia,RUS,2016,Silver
Aliya Farkhatovna Mustafina,F,21,162,48.0,Russia,RUS,2016,Gold
"Alexander Michael ""Alex"" Naddour",M,25,170,70.0,United States,USA,2016,Bronze
Nikita Vladimirovich Nagorny,M,19,166,67.0,Russia,RUS,2016,Silver
Nam Hyeon-Hui,F,30,155,46.0,South Korea,KOR,2012,Bronze
Nam Tae-Hui,M,21,175,73.0,South Korea,KOR,2012,Bronze
Daniel Narcisse,M,32,189,93.0,France,FRA,2012,Gold
Daniel Narcisse,M,36,189,93.0,France,FRA,2016,Silver
George Christopher Nash,M,22,195,96.0,Great Britain,GBR,2012,Bronze
George Christopher Nash,M,26,195,96.0,Great Britain,GBR,2016,Gold
Rick McLaren Nash,M,25,193,93.0,Canada,CAN,2010,Gold
Rick McLaren Nash,M,29,193,93.0,Canada,CAN,2014,Gold
Natlia Zlio Pereira,F,23,184,76.0,Brazil,BRA,2012,Gold
Marie-ve Nault,F,30,170,64.0,Canada,CAN,2012,Bronze
Anastasiya Konstantinovna Nazarenko,F,19,172,52.0,Russia,RUS,2012,Gold
Nataliya Viktorovna Nazarova,F,33,168,57.0,Russia,RUS,2012,Silver
Emmeline Ndongue,F,29,192,82.0,France,FRA,2012,Silver
Lia Neal,F,17,178,75.0,United States,USA,2012,Bronze
Lia Neal,F,21,178,75.0,United States,USA,2016,Silver
Aleksey Aleksandrovich Negodaylo,M,24,189,98.0,Russia-1,RUS,2014,Gold
Daryll Saskia Neita,F,19,172,61.0,Great Britain,GBR,2016,Bronze
Bryshon Lorenzo Nellum,M,23,183,80.0,United States,USA,2012,Silver
Christine Margaret Nesbitt,F,24,171,68.0,Canada,CAN,2010,Gold
Norberto Murara Neto,M,23,191,83.0,Brazil,BRA,2012,Silver
Michael Neumayer,M,31,180,60.0,Germany,GER,2010,Silver
Magdalena Neuner (-Holzer),F,23,166,58.0,Germany,GER,2010,Silver
Magdalena Neuner (-Holzer),F,23,166,58.0,Germany,GER,2010,Gold
Magdalena Neuner (-Holzer),F,23,166,58.0,Germany,GER,2010,Gold
Kiley Neushul,F,23,173,65.0,United States,USA,2016,Gold
Leandro Vissotto Neves,M,29,212,97.0,Brazil,BRA,2012,Silver
Neymar da Silva Santos Jnior,M,20,174,64.0,Brazil,BRA,2012,Silver
Neymar da Silva Santos Jnior,M,24,174,64.0,Brazil,BRA,2016,Gold
Timothey N'Guessan,M,23,186,105.0,France,FRA,2016,Silver
Marcel Van Minh Phuc Long Nguyen,M,24,165,55.0,Germany,GER,2012,Silver
Marcel Van Minh Phuc Long Nguyen,M,24,165,55.0,Germany,GER,2012,Silver
Haby Niar,F,23,176,66.0,France,FRA,2016,Silver
Astier Nicolas,M,27,180,70.0,France,FRA,2016,Silver
Astier Nicolas,M,27,180,70.0,France,FRA,2016,Gold
Scott Niedermayer,M,36,185,91.0,Canada,CAN,2010,Gold
Ivan Vitalyevich Nifontov,M,25,172,81.0,Russia,RUS,2012,Bronze
Vladimir Olegovich Nikitin,M,26,165,56.0,Russia,RUS,2016,Bronze
Yelena Valeryevna Nikitina,F,21,169,57.0,Russia,RUS,2014,Bronze
Gnonsiane Niombla,F,26,172,69.0,France,FRA,2016,Silver
"Daniel James ""Dan"" Norton",M,28,180,85.0,Great Britain,GBR,2016,Silver
Guy Olivier Nyokas,M,30,189,86.0,France,FRA,2016,Silver
Estelle Nze Minko,F,24,178,67.0,France,FRA,2016,Silver
O Eun-Seok,M,29,181,76.0,South Korea,KOR,2012,Gold
O Jae-Seok,M,22,178,73.0,South Korea,KOR,2012,Bronze
O Sang-Eun,M,35,186,72.0,South Korea,KOR,2012,Silver
Patricia Obee,F,24,165,60.0,Canada,CAN,2016,Silver
Christina Obergfll,F,30,175,79.0,Germany,GER,2012,Silver
Aleksey Aleksandrovich Obmochayev,M,23,188,90.0,Russia,RUS,2012,Gold
Siobhan-Marie O'Connor,F,20,173,60.0,Great Britain,GBR,2016,Silver
Susan O'Connor,F,32,163,68.0,Canada,CAN,2010,Silver
Glenn Ochal,M,26,194,95.0,United States,USA,2012,Bronze
Sofya Albertovna Ochigava,F,25,170,60.0,Russia,RUS,2012,Silver
Hannes Ocik,M,25,191,93.0,Germany,GER,2016,Silver
Jill Officer Hinchey,F,38,177,72.0,Canada,CAN,2014,Gold
Kelley Maureen O'Hara,F,23,165,58.0,United States,USA,2012,Gold
Oh Ha-Na,F,27,175,65.0,South Korea,KOR,2012,Bronze
Oh Hye-Ri,F,28,182,69.0,South Korea,KOR,2016,Gold
Oh Jin-Hyek,M,30,182,100.0,South Korea,KOR,2012,Gold
Oh Jin-Hyek,M,30,182,100.0,South Korea,KOR,2012,Bronze
Apolo Anton Ohno,M,27,173,68.0,United States,USA,2010,Bronze
Apolo Anton Ohno,M,27,173,68.0,United States,USA,2010,Silver
Apolo Anton Ohno,M,27,173,68.0,United States,USA,2010,Bronze
Christine Ijeoma Chika Ohuruogu,F,28,172,70.0,Great Britain,GBR,2012,Silver
Christine Ijeoma Chika Ohuruogu,F,32,172,70.0,Great Britain,GBR,2016,Bronze
Poliana Okimoto-Cintra,F,33,165,52.0,Brazil,BRA,2016,Bronze
Courtney Okolo,F,22,173,59.0,United States,USA,2016,Gold
Mark Oldershaw,M,29,186,94.0,Canada,CAN,2012,Bronze
Pia-Sophie Oldhafer,F,24,166,55.0,Germany,GER,2016,Bronze
Sam Joshua Oldham,M,19,168,62.0,Great Britain,GBR,2012,Bronze
"Penelope ""Penny"" Oleksiak",F,16,185,68.0,Canada,CAN,2016,Gold
"Penelope ""Penny"" Oleksiak",F,16,185,68.0,Canada,CAN,2016,Bronze
"Penelope ""Penny"" Oleksiak",F,16,185,68.0,Canada,CAN,2016,Bronze
"Penelope ""Penny"" Oleksiak",F,16,185,68.0,Canada,CAN,2016,Silver
Marc-Antoine Olivier,M,20,183,64.0,France,FRA,2016,Bronze
Justin Bradley Olsen,M,22,188,107.0,United States-1,USA,2010,Gold
Nikolay Igorevich Olyunin,M,22,180,84.0,Russia,RUS,2014,Silver
Thierry Omeyer,M,35,192,93.0,France,FRA,2012,Gold
Thierry Omeyer,M,39,192,93.0,France,FRA,2016,Silver
"Nwanyika Jenete C. ""Anyika"" Onuora",F,31,178,76.0,Great Britain,GBR,2016,Bronze
Britta Oppelt,F,34,172,69.0,Germany,GER,2012,Silver
Heather Ann OReilly (-Werry),F,27,165,60.0,United States,USA,2012,Gold
Richard Brooks Orpik,M,29,188,99.0,United States,USA,2010,Silver
Selin Oruz,F,19,172,60.0,Germany,GER,2016,Bronze
Timur Oruz,M,21,186,87.0,Germany,GER,2016,Bronze
Oscar dos Santos Emboaba Jnior,M,20,179,68.0,Brazil,BRA,2012,Silver
Kaetlyn Osmond,F,18,163,55.0,Canada,CAN,2014,Silver
Dzhamal Sultanovich Otarsultanov,M,25,163,55.0,Russia,RUS,2012,Gold
Katharina Otte,F,29,170,63.0,Germany,GER,2016,Bronze
Bjrn Otto,M,34,191,90.0,Germany,GER,2012,Silver
Caroline Ouellette,F,30,180,77.0,Canada,CAN,2010,Gold
Caroline Ouellette,F,34,180,77.0,Canada,CAN,2014,Gold
Sofiane Oumiha,M,21,174,60.0,France,FRA,2016,Silver
Sarah Ourahmoune,F,34,158,51.0,France,FRA,2016,Silver
Emily Overholt,F,18,170,55.0,Canada,CAN,2016,Bronze
Dimitrij Ovtcharov,M,23,186,78.0,Germany,GER,2012,Bronze
Dimitrij Ovtcharov,M,23,186,78.0,Germany,GER,2012,Bronze
Dimitrij Ovtcharov,M,27,186,78.0,Germany,GER,2016,Bronze
Lily Isabelle Owsley,F,21,170,70.0,Great Britain,GBR,2016,Gold
Erin Pac (-Blumert),F,29,170,77.0,United States-2,USA,2010,Bronze
Bryony Kate Frances Page,F,25,172,60.0,Great Britain,GBR,2016,Silver
Caleb Paine,M,25,191,98.0,United States,USA,2016,Bronze
Pan Feihong,F,27,173,57.0,China,CHN,2016,Bronze
Pang Qing,F,30,160,46.0,China-2,CHN,2010,Silver
Pang Wei,M,30,178,77.0,China,CHN,2016,Bronze
Michelle Ann Panter,F,28,170,66.0,Great Britain,GBR,2012,Bronze
Yekaterina Andreyevna Pantyulina-Lisunova,F,26,175,64.0,Russia,RUS,2016,Bronze
Aleksandr Eduardovich Panzhinsky,M,20,184,78.0,Russia,RUS,2010,Silver
Karen Paquin,F,29,172,70.0,Canada,CAN,2016,Bronze
"Zachary Justin ""Zach"" Parise",M,25,170,89.0,United States,USA,2010,Silver
Park In-Bee,F,28,168,65.0,South Korea,KOR,2016,Gold
Park Jong-Wu,M,23,180,74.0,South Korea,KOR,2012,Bronze
Park Ju-Yeong,M,27,183,70.0,South Korea,KOR,2012,Bronze
Park Sang-Young,M,20,177,73.0,South Korea,KOR,2016,Gold
Park Seung-Hui,F,17,168,58.0,South Korea,KOR,2010,Bronze
Park Seung-Hui,F,17,168,58.0,South Korea,KOR,2010,Bronze
Park Seung-Hui,F,21,168,58.0,South Korea,KOR,2014,Bronze
Park Seung-Hui,F,21,168,58.0,South Korea,KOR,2014,Gold
Park Seung-Hui,F,21,168,58.0,South Korea,KOR,2014,Gold
Park Tae-Hwan,M,22,183,73.0,South Korea,KOR,2012,Silver
Park Tae-Hwan,M,22,183,73.0,South Korea,KOR,2012,Silver
Candace Nicole Parker (-Williams),F,26,193,80.0,United States,USA,2012,Gold
Kelly Parker,F,31,156,53.0,Canada,CAN,2012,Bronze
"Alexander Matthew ""Alex"" Partridge",M,31,193,96.0,Great Britain,GBR,2012,Bronze
Mariya Valeryevna Paseka,F,17,161,48.0,Russia,RUS,2012,Silver
Mariya Valeryevna Paseka,F,17,161,48.0,Russia,RUS,2012,Bronze
Mariya Valeryevna Paseka,F,21,161,48.0,Russia,RUS,2016,Silver
Mariya Valeryevna Paseka,F,21,161,48.0,Russia,RUS,2016,Silver
Luke Patience,M,25,167,59.0,Great Britain,GBR,2012,Silver
Aleksandra Vyacheslavovna Patskevich,F,23,169,69.0,Russia,RUS,2012,Gold
Aleksandra Vyacheslavovna Patskevich,F,27,169,69.0,Russia,RUS,2016,Gold
"Christopher Emmanuel ""Chris"" Paul",M,27,183,83.0,United States,USA,2012,Gold
Paula Renata Marques Pequeno,F,30,184,74.0,Brazil,BRA,2012,Gold
Ilse Paulis,F,23,174,57.0,Netherlands,NED,2016,Gold
Maartje Yvonne Helene Paumen,F,26,176,66.0,Netherlands,NED,2012,Gold
Maartje Yvonne Helene Paumen,F,30,176,66.0,Netherlands,NED,2016,Silver
"Joseph James ""Joe"" Pavelski",M,25,180,86.0,United States,USA,2010,Silver
Automne Pavia,F,23,171,57.0,France,FRA,2012,Bronze
Christie Patricia Pearce-Rampone,F,37,168,64.0,United States,USA,2012,Gold
Adam George Peaty,M,21,191,86.0,Great Britain,GBR,2016,Gold
Adam George Peaty,M,21,191,86.0,Great Britain,GBR,2016,Silver
Matthieu Patrick Franois Peche,M,28,175,75.0,France,FRA,2016,Bronze
Arnd Peiffer,M,26,185,80.0,Germany,GER,2014,Silver
Hendrik Pekeler,M,25,203,103.0,Germany,GER,2016,Bronze
"Victoria Louise ""Vicki"" Pendleton (-Gardner)",F,31,165,60.0,Great Britain,GBR,2012,Silver
"Victoria Louise ""Vicki"" Pendleton (-Gardner)",F,31,165,60.0,Great Britain,GBR,2012,Gold
Catharine Pendrel,F,35,166,50.0,Canada,CAN,2016,Bronze
Iain Bryden Percy,M,36,185,92.0,Great Britain,GBR,2012,Silver
Lauren Perdue,F,21,170,65.0,United States,USA,2012,Gold
Thiago Machado Vilela Pereira,M,26,187,83.0,Brazil,BRA,2012,Silver
Kseniya Vitalyevna Perova,F,27,169,77.0,Russia,RUS,2016,Silver
Ivan Perrillat Boiteux,M,28,172,64.0,France,FRA,2014,Bronze
Corey Perry,M,24,190,95.0,Canada,CAN,2010,Gold
Corey Perry,M,28,190,95.0,Canada,CAN,2014,Gold
Kasey Perry-Glass,F,28,163,59.0,United States,USA,2016,Bronze
Franois Pervis,M,31,180,88.0,France,FRA,2016,Bronze
Ilya Alekseyevich Pervukhin,M,21,183,82.0,Russia,RUS,2012,Bronze
Pierre-Alexis Pessonneaux,M,24,181,70.0,France,FRA,2012,Bronze
Babett Peter,F,28,172,64.0,Germany,GER,2016,Gold
Dimitri Peters,M,28,188,100.0,Germany,GER,2012,Bronze
Steffen Peters,M,51,173,68.0,United States,USA,2016,Bronze
Nils Petersen,M,27,188,80.0,Germany,GER,2016,Silver
Jeret Peterson,M,28,175,80.0,United States,USA,2010,Silver
Heather Petri,F,34,180,73.0,United States,USA,2012,Gold
Mayya Andreyevna Petrova (Kaverina-),F,34,178,71.0,Russia,RUS,2016,Gold
"Nadezhda Viktorovna ""Nadiya"" Petrova",F,30,178,65.0,Russia-1,RUS,2012,Bronze
Tatyana Valeryevna Petrova-Arkhipova,F,29,154,46.0,Russia,RUS,2012,Bronze
Aleksey Yevgenyevich Petukhov,M,26,176,82.0,Russia,RUS,2010,Bronze
"Michael Fred Phelps, II",M,27,193,91.0,United States,USA,2012,Silver
"Michael Fred Phelps, II",M,27,193,91.0,United States,USA,2012,Gold
"Michael Fred Phelps, II",M,27,193,91.0,United States,USA,2012,Gold
"Michael Fred Phelps, II",M,27,193,91.0,United States,USA,2012,Silver
"Michael Fred Phelps, II",M,27,193,91.0,United States,USA,2012,Gold
"Michael Fred Phelps, II",M,27,193,91.0,United States,USA,2012,Gold
"Michael Fred Phelps, II",M,31,193,91.0,United States,USA,2016,Gold
"Michael Fred Phelps, II",M,31,193,91.0,United States,USA,2016,Gold
"Michael Fred Phelps, II",M,31,193,91.0,United States,USA,2016,Silver
"Michael Fred Phelps, II",M,31,193,91.0,United States,USA,2016,Gold
"Michael Fred Phelps, II",M,31,193,91.0,United States,USA,2016,Gold
"Michael Fred Phelps, II",M,31,193,91.0,United States,USA,2016,Gold
Asha Solette Philip,F,25,164,67.0,Great Britain,GBR,2016,Bronze
Zara Anne Elizabeth Phillips (-Tindall),F,31,168,64.0,Great Britain,GBR,2012,Silver
Michelle Picard,F,20,163,68.0,United States,USA,2014,Silver
Charline Picon,F,31,169,57.0,France,FRA,2016,Gold
Ccile Pieper,F,21,166,56.0,Germany,GER,2016,Bronze
Blake Pieroni,M,20,188,86.0,United States,USA,2016,Gold
"Alexander ""Alex"" Pietrangelo",M,24,190,96.0,Canada,CAN,2014,Gold
Noelle Pikus-Pace,F,31,178,73.0,United States,USA,2014,Silver
Allison Marie Pineau,F,27,181,66.0,France,FRA,2016,Silver
Alexis Pinturault,M,22,180,80.0,France,FRA,2014,Bronze
Cherie Piper,F,28,168,76.0,Canada,CAN,2010,Gold
Darya Vitalyevna Pishchalnikova,F,27,188,125.0,Russia,RUS,2012,Silver
Thomas Plel,M,28,181,80.0,Germany,GER,2016,Bronze
David Edward Plummer,M,30,191,95.0,United States,USA,2016,Bronze
David Edward Plummer,M,30,191,95.0,United States,USA,2016,Gold
Yevgeny Viktorovich Plyushchenko,M,27,178,72.0,Russia,RUS,2010,Silver
Yevgeny Viktorovich Plyushchenko,M,31,178,72.0,Russia,RUS,2014,Gold
Ronald Pognon,M,29,185,75.0,France,FRA,2012,Bronze
Yekaterina Ivanovna Poistogova (Zavyalova-),F,21,175,65.0,Russia,RUS,2012,Bronze
Amanda Polk,F,30,180,84.0,United States,USA,2016,Gold
Sophie Polkamp,F,27,164,59.0,Netherlands,NED,2012,Gold
Anton Aleksandrovich Ponkrashov,M,26,200,100.0,Russia,RUS,2012,Bronze
Alexandra Popp,F,25,174,65.0,Germany,GER,2016,Gold
Valentin Porte,M,25,190,92.0,France,FRA,2016,Silver
Alise Rose Post,F,25,158,58.0,United States,USA,2016,Silver
Yury Viktorovich Postrigay,M,23,185,81.0,Russia,RUS,2012,Gold
Marie-Philip Poulin,F,18,169,72.0,Canada,CAN,2010,Gold
Marie-Philip Poulin,F,22,169,72.0,Canada,CAN,2014,Gold
Bruno Prada,M,40,185,110.0,Brazil,BRA,2012,Bronze
Josh Prenot,M,23,180,76.0,United States,USA,2016,Silver
Brian Price,M,36,163,55.0,Canada,CAN,2012,Silver
Carey Price,M,26,191,100.0,Canada,CAN,2014,Gold
William Reid Priddy,M,38,194,89.0,United States,USA,2016,Bronze
Nichelle Prince,F,21,163,65.0,Canada,CAN,2016,Bronze
Yekaterina Valeryevna Prokofyeva,F,25,176,70.0,Russia,RUS,2016,Bronze
Yelena Gennadyevna Prokofyeva,F,22,171,54.0,Russia,RUS,2016,Gold
Grischa Prmel,M,21,182,78.0,Germany,GER,2016,Silver
"Christopher Robert ""Chris"" Pronger",M,35,198,100.0,Canada,CAN,2010,Gold
Marie Prouvensier,F,22,165,52.0,France,FRA,2016,Silver
Josephine Pucci,F,23,173,68.0,United States,USA,2014,Silver
"Zachary Jake Nicholas ""Zac"" Purchase",M,26,184,73.0,Great Britain,GBR,2012,Silver
Daniel Scott Purvis,M,21,168,63.0,Great Britain,GBR,2012,Bronze
Martin Putze,M,25,181,100.0,Germany-1,GER,2010,Silver
Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,34,163,55.0,Russia,RUS,2010,Gold
Qieyang Shenjie,F,21,160,45.0,China,CHN,2012,Bronze
Qin Kai,M,26,170,65.0,China,CHN,2012,Silver
Qin Kai,M,26,170,65.0,China,CHN,2012,Gold
Qin Kai,M,30,170,65.0,China,CHN,2016,Bronze
Qiu Bo,M,19,165,58.0,China,CHN,2012,Silver
Isaquias Queiroz dos Santos,M,22,175,85.0,Brazil,BRA,2016,Bronze
Isaquias Queiroz dos Santos,M,22,175,85.0,Brazil,BRA,2016,Silver
Isaquias Queiroz dos Santos,M,22,175,85.0,Brazil,BRA,2016,Silver
"Samantha Ann ""Sam"" Quek",F,27,169,62.0,Great Britain,GBR,2016,Gold
Rebecca Quinn,F,20,176,66.0,Canada,CAN,2016,Bronze
Jean Quiquampoix,M,20,189,85.0,France,FRA,2016,Silver
Jan Philipp Rabente,M,25,180,77.0,Germany,GER,2012,Gold
Delphine Jeanine Annie Racinet-Reau,F,38,171,72.0,France,FRA,2012,Bronze
Eric Radford,M,29,188,86.0,Canada,CAN,2014,Silver
Rafael Pereira da Silva,M,22,172,65.0,Brazil,BRA,2012,Silver
Brian Christopher Rafalski,M,36,178,89.0,United States,USA,2010,Silver
Rafael Alcntara do Nascimento,M,23,172,65.0,Brazil,BRA,2016,Gold
Guillaume Louis  Benoit Raineau,M,30,187,71.0,France,FRA,2016,Bronze
"Alexandra Rose ""Aly"" Raisman",F,18,157,52.0,United States,USA,2012,Gold
"Alexandra Rose ""Aly"" Raisman",F,18,157,52.0,United States,USA,2012,Gold
"Alexandra Rose ""Aly"" Raisman",F,18,157,52.0,United States,USA,2012,Bronze
"Alexandra Rose ""Aly"" Raisman",F,22,157,52.0,United States,USA,2016,Silver
"Alexandra Rose ""Aly"" Raisman",F,22,157,52.0,United States,USA,2016,Gold
"Alexandra Rose ""Aly"" Raisman",F,22,157,52.0,United States,USA,2016,Silver
Rajeev Ram,M,32,193,84.0,United States-1,USA,2016,Silver
Tony mile Frdric Ramoin,M,21,183,74.0,France,FRA,2010,Bronze
Soslan Lyudvikovich Ramonov,M,25,170,65.0,Russia,RUS,2016,Gold
"Thomas Matthew ""Tom"" Ransley",M,26,198,101.0,Great Britain,GBR,2012,Bronze
"Thomas Matthew ""Tom"" Ransley",M,30,198,101.0,Great Britain,GBR,2016,Gold
Megan Anna Rapinoe,F,27,168,60.0,United States,USA,2012,Gold
Ronald Rauhe,M,34,179,82.0,Germany,GER,2016,Bronze
Lisa Raymond,F,38,165,55.0,United States-1,USA,2012,Bronze
Alexis Raynaud,M,21,172,78.0,France,FRA,2016,Bronze
Viktoria Rebensburg,F,20,170,67.0,Germany,GER,2010,Gold
Viktoria Rebensburg,F,24,170,67.0,Germany,GER,2014,Bronze
Jonas Reckermann,M,33,201,98.0,Germany-1,GER,2012,Gold
Jennie Idell Reed (-Madden),F,34,170,77.0,United States,USA,2012,Silver
"Peter ""Pete"" Reed",M,30,197,100.0,Great Britain,GBR,2012,Gold
"Peter ""Pete"" Reed",M,35,197,100.0,Great Britain,GBR,2016,Gold
Brittney Davon Reese,F,25,173,61.0,United States,USA,2012,Gold
Brittney Davon Reese,F,29,173,61.0,United States,USA,2016,Silver
Emily Regan,F,28,188,81.0,United States,USA,2016,Gold
Tobias Reichmann,M,28,188,87.0,Germany,GER,2016,Bronze
Maximilian Reinelt,M,23,195,98.0,Germany,GER,2012,Gold
Maximilian Reinelt,M,27,195,98.0,Germany,GER,2016,Silver
Christian Reitz,M,29,183,93.0,Germany,GER,2016,Gold
Ren Cancan,F,24,167,51.0,China,CHN,2012,Silver
Ren Cancan,F,28,167,51.0,China,CHN,2016,Bronze
Ren Qian,F,15,162,49.0,China,CHN,2016,Gold
Renato Soares de Oliveira Augusto,M,28,186,90.0,Brazil,BRA,2016,Gold
Max Rendschmidt,M,22,186,90.0,Germany,GER,2016,Gold
Max Rendschmidt,M,22,186,90.0,Germany,GER,2016,Gold
"Robert Peter ""Robbie"" Renwick",M,28,184,80.0,Great Britain,GBR,2016,Silver
Roline Virginie Repelaer van Driel,F,27,189,84.0,Netherlands,NED,2012,Bronze
Alexander Resch,M,30,179,72.0,Germany-2,GER,2010,Bronze
Katherine Reutter,F,21,170,61.0,United States,USA,2010,Silver
Katherine Reutter,F,21,170,61.0,United States,USA,2010,Bronze
Kevin Reynolds,M,23,177,60.0,Canada,CAN,2014,Silver
Kristina Joana Reynolds,F,32,181,71.0,Germany,GER,2016,Bronze
"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,33,163,82.0,United States,USA,2012,Gold
"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,37,163,82.0,United States,USA,2016,Bronze
"Ricardo ""Ricardinho"" Bermudez Garcia",M,36,191,90.0,Brazil,BRA,2012,Silver
"Michael ""Mike"" Richards",M,25,180,88.0,Canada,CAN,2010,Gold
Sanya Richards-Ross,F,27,173,62.0,United States,USA,2012,Gold
Sanya Richards-Ross,F,27,173,62.0,United States,USA,2012,Gold
Jason Alexander Richardson,M,26,188,77.0,United States,USA,2012,Silver
Helen Richardson-Walsh,F,30,165,55.0,Great Britain,GBR,2012,Bronze
Helen Richardson-Walsh,F,34,165,55.0,Great Britain,GBR,2016,Gold
"Kathrin Louise ""Kate"" Richardson-Walsh",F,32,171,66.0,Great Britain,GBR,2012,Bronze
"Kathrin Louise ""Kate"" Richardson-Walsh",F,36,171,66.0,Great Britain,GBR,2016,Gold
Julia Richter,F,23,175,71.0,Germany,GER,2012,Silver
Malle Danica Ricker,F,31,169,63.0,Canada,CAN,2010,Gold
"Michael ""Mike"" Riddle",M,27,182,82.0,Canada,CAN,2014,Silver
Fabian Riele,M,23,172,62.0,Germany,GER,2014,Bronze
Fabian Riele,M,23,172,62.0,Germany,GER,2014,Silver
Teddy Pierre-Marie Riner,M,23,203,139.0,France,FRA,2012,Gold
Teddy Pierre-Marie Riner,M,27,203,139.0,France,FRA,2016,Gold
Taylor Ritzel,F,23,188,84.0,United States,USA,2012,Gold
Kalyna Roberge,F,23,160,49.0,Canada,CAN,2010,Silver
Mlina Robert-Michon,F,37,180,85.0,France,FRA,2016,Silver
Gil Roberts,M,27,188,82.0,United States,USA,2016,Gold
Mark Robertson,M,31,189,96.0,Great Britain,GBR,2016,Silver
"Michael ""Mike"" Robertson",M,24,185,83.0,Canada,CAN,2010,Silver
Kelsey Robinson,F,24,188,70.0,United States,USA,2016,Bronze
Sarah Elizabeth Robles,F,28,178,141.0,United States,USA,2016,Bronze
Laura Robson,F,18,180,62.0,Great Britain,GBR,2012,Silver
Joannie Rochette,F,24,160,53.0,Canada,CAN,2010,Bronze
Alexander Rdiger,M,24,183,95.0,Germany-1,GER,2010,Silver
Brendon Rodney,M,24,195,80.0,Canada,CAN,2016,Bronze
"Rodrigo ""Rodrigo"" Santana",M,33,205,85.0,Brazil,BRA,2012,Silver
Rodrigo Caio Coquette Russo,M,22,182,70.0,Brazil,BRA,2016,Gold
Rodrigo Dourado Cunha,M,22,186,79.0,Brazil,BRA,2016,Gold
Amy Joy Rodriguez (-Shilling),F,25,163,66.0,United States,USA,2012,Gold
James Rodwell,M,31,195,105.0,Great Britain,GBR,2016,Silver
Boudewijn Rell,M,27,195,100.0,Netherlands,NED,2016,Bronze
Chloe Naomi Rogers,F,27,161,57.0,Great Britain,GBR,2012,Bronze
Thomas Rhler,M,24,192,92.0,Germany,GER,2016,Gold
Kevin Rolland,M,24,178,65.0,France,FRA,2014,Bronze
Brianna Rollins,F,24,165,59.0,United States,USA,2016,Gold
Yana Sergeyevna Romanova,F,30,166,61.0,Russia,RUS,2014,Silver
Svetlana Alekseyevna Romashina,F,22,173,57.0,Russia,RUS,2012,Gold
Svetlana Alekseyevna Romashina,F,22,173,57.0,Russia,RUS,2012,Gold
Svetlana Alekseyevna Romashina,F,26,173,57.0,Russia,RUS,2016,Gold
Svetlana Alekseyevna Romashina,F,26,173,57.0,Russia,RUS,2016,Gold
Rmulo Borges Monteiro,M,21,184,80.0,Brazil,BRA,2012,Silver
Deanne Rose,F,17,160,62.0,Canada,CAN,2016,Bronze
April Elizabeth Ross,F,30,185,75.0,United States-2,USA,2012,Silver
April Elizabeth Ross,F,34,185,75.0,United States-1,USA,2016,Bronze
Kyla Briana Ross,F,15,157,45.0,United States,USA,2012,Gold
Snke Rothenberger,M,21,193,73.0,Germany,GER,2016,Gold
Lauriane Rougeau,F,23,173,75.0,Canada,CAN,2014,Gold
Joanna Katie Rowsell Shand,F,23,180,69.0,Great Britain,GBR,2012,Gold
Joanna Katie Rowsell Shand,F,27,180,69.0,Great Britain,GBR,2016,Gold
Philippe Rozier,M,53,173,63.0,France,FRA,2016,Gold
Taylor Madison Ruck,F,16,180,60.0,Canada,CAN,2016,Bronze
Taylor Madison Ruck,F,16,180,60.0,Canada,CAN,2016,Bronze
Angela Marie Ruggiero,F,30,175,86.0,United States,USA,2010,Silver
Christopher Rhr,M,22,180,77.0,Germany,GER,2016,Bronze
Kelly Kristen Rulon,F,27,178,61.0,United States,USA,2012,Gold
Henrik Rummel,M,24,196,97.0,United States,USA,2012,Bronze
Cierra Runge,F,20,193,85.0,United States,USA,2016,Gold
Galen Rupp,M,26,181,61.0,United States,USA,2012,Silver
Galen Rupp,M,30,181,61.0,United States,USA,2016,Bronze
Lyndon Rush,M,29,183,102.0,Canada-1,CAN,2010,Bronze
Aaron Russell,M,23,206,93.0,United States,USA,2016,Bronze
Kelly Russell,F,29,178,83.0,Canada,CAN,2016,Bronze
"Gregory James ""Greg"" Rutherford",M,25,188,92.0,Great Britain,GBR,2012,Gold
"Gregory James ""Greg"" Rutherford",M,29,188,92.0,Great Britain,GBR,2016,Bronze
"Robert Shane ""Bobby"" Ryan (Stevenson-)",M,22,188,95.0,United States,USA,2010,Silver
Johannes Rydzek,M,18,178,60.0,Germany,GER,2010,Bronze
Johannes Rydzek,M,22,178,60.0,Germany,GER,2014,Silver
Yevgeny Mikhaylovich Rylov,M,19,184,69.0,Russia,RUS,2016,Bronze
